--------------------
BDMEP - INMET
--------------------
Estação           : SAO PAULO MIR de SANTANA  - SP (OMM: 83781)
Latitude  (graus) : -23.5
Longitude (graus) : -46.61
Altitude  (metros): 792.06
Estação Operante
Inicio de operação: 01/12/1945
Periodo solicitado dos dados: 01/01/2000 a 27/08/2015
Os dados listados abaixo são os que encontram-se digitados no BDMEP
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;TempBulboSeco;TempBulboUmido;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVentoNebulosidade;
83781;14/10/2003;0000;14;12.8;88;932.4;9;4.1;10;
83781;14/10/2003;1200;13.7;12.3;85;933.3;9;3.3;10;
83781;14/10/2003;1800;16.8;13.3;67;930.8;14;4.3;10;
83781;15/10/2003;0000;14.1;12.3;81;931.6;9;5.8;10;
83781;15/10/2003;1200;16.2;12.5;64;932.8;5;4.6;8;
83781;15/10/2003;1800;19.8;13.7;49;930.5;14;5;5;
83781;16/10/2003;0000;13.4;11;74;933.2;9;3.3;4;
83781;16/10/2003;1200;16.6;12.5;61;932.3;5;4;3;
83781;16/10/2003;1800;20.5;14.8;52;929.7;14;4.5;3;
83781;17/10/2003;0000;15.1;12.8;76;930.4;9;3.6;10;
83781;17/10/2003;1200;16.8;12.9;64;928.2;5;4;0;
83781;17/10/2003;1800;28.7;15.7;22;924.1;32;3;0;
83781;18/10/2003;0000;16;14.1;81;926;5;2.3;0;
83781;18/10/2003;1200;18.4;14.6;66;926.5;5;3.3;9;
83781;18/10/2003;1800;30.7;17.1;22;922.4;32;3.3;5;
83781;19/10/2003;0000;23.5;15.8;42;925.9;5;2.8;0;
83781;19/10/2003;1200;24.4;17.1;47;925.5;5;1.6;4;
83781;19/10/2003;1800;32.3;18.3;23;922.3;32;4.1;5;
83781;20/10/2003;0000;26.7;16.7;33;923.8;23;1.3;0;
83781;20/10/2003;1200;19.8;16.9;75;927.5;14;2.5;10;
83781;20/10/2003;1800;21.5;18.1;71;924.8;9;5;10;
83781;21/10/2003;0000;19.2;17;80;926.7;14;2.5;10;
83781;21/10/2003;1200;21.7;18.5;73;923;5;4.6;9;
83781;21/10/2003;1800;23.2;18.9;66;921.2;27;6.6;10;
83781;22/10/2003;0000;21.5;19.5;83;921.3;32;3;10;
83781;22/10/2003;1200;22.3;18.8;71;922.6;32;3.3;10;
83781;22/10/2003;1800;20.2;18.1;81;922.3;14;5;10;
83781;23/10/2003;0000;18;16.9;89;925.1;5;3.6;10;
83781;23/10/2003;1200;17.8;17;92;928;9;2.5;10;
83781;23/10/2003;1800;18.4;16.6;83;927.1;9;3.3;10;
83781;24/10/2003;0000;16.6;15.5;89;928.8;9;3;10;
83781;24/10/2003;1200;21.8;17.8;66;928.8;5;5;0;
83781;24/10/2003;1800;25;19.9;61;925.9;9;4.3;4;
83781;25/10/2003;0000;19.4;17.4;82;929.3;9;2.5;10;
83781;25/10/2003;1200;23.6;19.5;68;927.6;5;1;2;
83781;25/10/2003;1800;30.3;19.3;33;922.3;32;2;8;
83781;26/10/2003;0000;24.8;18.4;53;922.9;5;2.3;2;
83781;26/10/2003;1200;27.9;19.5;44;923.1;36;3;4;
83781;26/10/2003;1800;32.6;20.2;30;919.5;32;3.6;8;
83781;27/10/2003;0000;27.9;19.7;45;922.2;36;3.3;10;
83781;27/10/2003;1200;21;19.1;84;925.2;18;2.1;10;
83781;27/10/2003;1800;20.4;18.8;86;925.1;14;2.3;10;
83781;28/10/2003;0000;18.8;18.2;94;927.5;14;2.5;10;
83781;28/10/2003;1200;19.8;18.5;88;928.6;9;2.3;10;
83781;28/10/2003;1800;19.6;18.5;90;928.1;18;4;10;
83781;29/10/2003;0000;18.4;17.8;94;929.1;14;2.5;10;
83781;29/10/2003;1200;19.4;17.9;86;928.2;23;1;10;
83781;29/10/2003;1800;21.5;19.5;83;925.7;9;5;10;
83781;30/10/2003;0000;18.6;17.3;87;927.9;5;4.1;10;
83781;30/10/2003;1200;20.4;17.5;75;927.5;9;3;10;
83781;30/10/2003;1800;23.1;18.9;64;925.7;14;1;8;
83781;31/10/2003;0000;18.5;17.3;88;926.7;5;3.3;10;
83781;31/10/2003;1200;23;19.1;69;927.1;5;2.8;3;
83781;31/10/2003;1800;25.1;20.6;66;922.5;14;2.5;8;
83781;01/11/2003;0000;20.3;18.3;83;923.8;9;2.3;5;
83781;01/11/2003;1200;25.4;19.7;59;923.3;5;2.6;4;
83781;01/11/2003;1800;25.4;19.9;60;921.6;32;5;10;
83781;02/11/2003;0000;20.1;18.1;82;924.6;9;3;10;
83781;02/11/2003;1200;17;15.5;86;926.6;14;5.8;10;
83781;02/11/2003;1800;15.9;14.9;89;925.5;9;2.5;10;
83781;03/11/2003;0000;13.5;12.7;91;927.4;9;4;10;
83781;03/11/2003;1200;15;12.8;78;928.3;9;3.3;10;
83781;03/11/2003;1800;16.3;12.9;67;927;14;3;10;
83781;04/11/2003;0000;13.6;12.3;86;927.6;9;3.6;10;
83781;04/11/2003;1200;14.5;12.9;83;928.5;5;4.1;10;
83781;04/11/2003;1800;19.7;14.6;57;926.7;14;5;10;
83781;05/11/2003;0000;14.6;12.4;77;927.5;9;5;10;
83781;05/11/2003;1200;16.5;13.3;71;928.5;5;5.3;10;
83781;05/11/2003;1800;19.6;16;68;925;14;5;10;
83781;06/11/2003;0000;15;14.5;94;926.7;5;5;10;
83781;06/11/2003;1200;17.8;16.2;85;925.7;5;2.5;10;
83781;06/11/2003;1800;19.8;17.4;79;922.3;9;5;10;
83781;07/11/2003;0000;17.4;15;77;923.6;9;4;10;
83781;07/11/2003;1200;21.2;17.1;66;922.7;32;3;9;
83781;07/11/2003;1800;23;17.3;56;919.6;32;2.6;10;
83781;08/11/2003;0000;17.3;15.6;84;922;5;3.3;2;
83781;08/11/2003;1200;17.6;15.3;79;923.9;36;2;10;
83781;08/11/2003;1800;27.5;17.9;36;921.2;36;3;8;
83781;09/11/2003;0000;18.6;16.9;85;923.1;5;3.3;10;
83781;09/11/2003;1200;21.6;18.9;77;924.5;5;3;2;
83781;09/11/2003;1800;30.3;18.2;28;921.7;32;3.3;6;
83781;10/11/2003;0000;22.3;17.2;60;924.5;5;1.1;0;
83781;10/11/2003;1200;24.2;18.2;56;926.6;5;2.5;3;
83781;10/11/2003;1800;31.5;17.7;22;924.1;9;3.3;2;
83781;11/11/2003;0000;19.6;17.3;79;925.9;5;4.1;0;
83781;11/11/2003;1200;23;17.7;59;926.4;5;5.3;1;
83781;11/11/2003;1800;29.9;21.7;47;921.9;14;5;4;
83781;12/11/2003;0000;22.2;19.1;75;923.8;9;2.1;6;
83781;12/11/2003;1200;28.1;20.6;50;923;32;5;1;
83781;12/11/2003;1800;33.2;21;31;920.3;32;5.6;5;
83781;13/11/2003;0000;27.1;20.8;55;920.5;32;1.6;4;
83781;13/11/2003;1200;20.8;19.5;88;923.2;32;2.5;10;
83781;13/11/2003;1800;24;19.9;68;920.8;32;5;10;
83781;14/11/2003;0000;22;19.8;81;923.1;32;1.3;10;
83781;14/11/2003;1200;18.2;15.9;78;927.1;9;4;10;
83781;14/11/2003;1800;21.1;17.3;67;925.8;5;3.3;8;
83781;15/11/2003;0000;17.9;15.9;81;927.6;5;2.8;10;
83781;15/11/2003;1200;22;18.3;69;927.5;5;3.6;6;
83781;15/11/2003;1800;24.1;19.9;67;926.2;14;4.1;5;
83781;16/11/2003;0000;19.5;17.9;85;926.7;5;1.6;10;
83781;16/11/2003;1200;25.6;20.7;63;925.4;32;3.3;8;
83781;16/11/2003;1800;30.6;20.5;39;921.4;32;4.6;7;
83781;17/11/2003;0000;25.6;20.8;64;923;32;1.6;5;
83781;17/11/2003;1200;22;20.5;88;922.7;32;3.3;10;
83781;17/11/2003;1800;20.6;19.5;90;920.2;32;6.3;10;
83781;18/11/2003;0000;21.3;19.4;84;922.5;32;4.1;7;
83781;18/11/2003;1200;24.3;19.2;58;921.9;32;8.3;5;
83781;18/11/2003;1800;26.6;20.3;55;919.3;32;6.6;10;
83781;19/11/2003;0000;24.4;20.1;67;919.6;32;4.1;5;
83781;19/11/2003;1200;20.4;18.2;81;921.1;32;5.8;10;
83781;19/11/2003;1800;21.8;17.4;63;918.8;32;6.6;10;
83781;20/11/2003;0000;21.5;17.7;68;921.6;32;3.3;5;
83781;20/11/2003;1200;22.8;17.7;59;924.5;32;1.6;4;
83781;20/11/2003;1800;25.9;18.3;46;923.4;9;6.3;5;
83781;21/11/2003;0000;19.6;16.5;72;928.5;9;5;10;
83781;21/11/2003;1200;18.1;16.1;81;930.8;9;3.3;10;
83781;21/11/2003;1800;20;16.9;73;929;9;6;10;
83781;22/11/2003;0000;17.3;15.6;84;930.2;5;5;10;
83781;22/11/2003;1200;19;16.6;78;928.9;5;3.3;10;
83781;22/11/2003;1800;25.1;19.6;60;926;5;3.6;10;
83781;23/11/2003;0000;18.4;17.3;89;926.7;5;3;10;
83781;23/11/2003;1200;23.2;19.7;73;925.6;5;2.3;7;
83781;23/11/2003;1800;25;21.1;70;923.6;9;3;10;
83781;24/11/2003;0000;24;19.9;68;924.4;32;3;10;
83781;24/11/2003;1200;25.2;20.3;63;923;36;1.6;10;
83781;24/11/2003;1800;25.3;19.7;59;921.2;36;4;10;
83781;25/11/2003;0000;20.2;19.1;90;923.2;32;4;10;
83781;25/11/2003;1200;25.5;19.3;55;922.6;32;4.6;3;
83781;25/11/2003;1800;28.9;21.3;50;920.7;32;4.1;9;
83781;26/11/2003;0000;23.1;18.8;65;923.2;36;3.6;3;
83781;26/11/2003;1200;24.8;19.9;62;924.8;36;4.1;9;
83781;26/11/2003;1800;25.2;20.7;66;924.6;32;4;10;
83781;27/11/2003;0000;21.6;20.7;92;924.5;0;0;9;
83781;27/11/2003;1200;25.2;21.2;70;922;32;3.3;10;
83781;27/11/2003;1800;24.6;21.5;76;920.1;32;3.3;10;
83781;28/11/2003;0000;22;20.8;89;921.2;32;0.7;10;
83781;28/11/2003;1200;22.7;19.9;77;922.3;32;2.3;10;
83781;28/11/2003;1800;20.2;18.7;87;922.1;18;2.6;10;
83781;29/11/2003;0000;18.4;17.3;89;922.7;14;3.3;10;
83781;29/11/2003;1200;19.4;17.3;81;924.5;9;1.6;10;
83781;29/11/2003;1800;18.6;17.1;87;923.3;9;2.3;10;
83781;30/11/2003;0000;17.6;16.5;89;924.7;9;2.6;10;
83781;30/11/2003;1200;18.8;17.5;87;924.8;9;1.6;10;
83781;30/11/2003;1800;23.8;20.5;74;921.5;36;1.3;10;
83781;01/12/2003;0000;21.5;19.3;81;923.3;36;2;10;
83781;01/12/2003;1200;20.8;19.7;87;920.5;36;1.6;10;
83781;01/12/2003;1800;24.1;20.8;70;917.9;32;3;10;
83781;02/12/2003;0000;23;20.3;76;918.8;32;1.6;10;
83781;02/12/2003;1200;23.8;20.9;74;920.8;36;0.8;10;
83781;02/12/2003;1800;30.1;21.5;42;918.6;32;1.6;8;
83781;03/12/2003;0000;22.6;20.5;78;920.4;36;1.1;9;
83781;03/12/2003;1200;26.5;21.7;62;921.7;36;3.6;7.5;
83781;03/12/2003;1800;27.7;23.5;67;919.5;36;5.8;10;
83781;04/12/2003;0000;22.8;21.5;86;922;5;2.1;10;
83781;04/12/2003;1200;23;20.7;79;922;5;2.5;10;
83781;04/12/2003;1800;26;21.5;64;918.4;36;4.1;7;
83781;05/12/2003;0000;23.9;21.7;80;919;36;2;8;
83781;05/12/2003;1200;23.8;22.1;83;919.8;32;4.3;10;
83781;05/12/2003;1800;29.1;21.9;50;918.4;36;5;10;
83781;06/12/2003;0000;21.2;20.1;88;920.8;36;1;10;
83781;06/12/2003;1200;23.2;21.3;81;922.5;36;1.6;10;
83781;06/12/2003;1800;23.9;20.5;71;921.8;9;4.11552;10;
83781;07/12/2003;0000;19.4;17.8;81;924.1;5;4;10;
83781;07/12/2003;1200;21.3;18;68;925.2;5;4.11552;10;
83781;07/12/2003;1800;24.4;20.2;65;923;9;3.6;10;
83781;08/12/2003;0000;20.7;18.9;81;924.2;5;4.11552;10;
83781;08/12/2003;1200;22.4;19.3;72;923.7;5;5;10;
83781;08/12/2003;1800;27.6;22.1;58;921.1;32;0.51444;7.5;
83781;09/12/2003;0000;25;21.8;73;919.3;36;4.62996;2.5;
83781;09/12/2003;1200;19.2;17.3;79;922.2;32;5.3;10;
83781;09/12/2003;1800;21.2;18.1;71;922.5;36;4.62996;10;
83781;10/12/2003;0000;19.8;18.1;81;924.1;36;1.54332;10;
83781;10/12/2003;1200;22;18.5;68;926.3;5;5;7.5;
83781;10/12/2003;1800;27;21.4;57;924.3;5;4.6;6.25;
83781;11/12/2003;0000;21.4;19.5;80;926.4;14;3.3;10;
83781;11/12/2003;1200;22.2;20.9;85;926.2;36;1.02888;10;
83781;11/12/2003;1800;31.1;22.3;43;922.1;32;3.3;8.75;
83781;12/12/2003;0000;27;21.3;57;922.4;36;2;7.5;
83781;12/12/2003;1200;24;19.7;64;924.7;32;3.3;10;
83781;12/12/2003;1800;25.3;19.9;57;924.3;32;5.5;10;
83781;13/12/2003;0000;19.2;16.9;76;925.7;14;2.5722;10;
83781;13/12/2003;1200;22.1;18.1;65;925.5;5;1.6;10;
83781;13/12/2003;1800;26;20.7;59;923.9;9;3.3;10;
83781;14/12/2003;0000;21;18.9;78;925.7;5;5;10;
83781;14/12/2003;1200;23.9;21;74;925.5;5;1.6;7.5;
83781;14/12/2003;1800;32.7;22.5;37;922.6;32;3.3;7.5;
83781;15/12/2003;0000;22;21.1;90;926.2;14;2.5;10;
83781;15/12/2003;1200;28.5;22.7;58;924.8;5;1.6;3.75;
83781;15/12/2003;1800;33.3;23.7;42;921.2;32;4.6;6.25;
83781;16/12/2003;0000;24.7;22;76;924.1;36;7.9;3.75;
83781;16/12/2003;1200;29.1;21.7;49;924;36;2;7;
83781;16/12/2003;1800;31.7;23.1;44;922.2;32;3.3;7.5;
83781;17/12/2003;0000;21.6;19.7;81;925.9;14;4.1;5;
83781;17/12/2003;1200;19.4;17.5;78;929.1;9;5;10;
83781;17/12/2003;1800;19;17;77;928.9;9;5.8;10;
83781;18/12/2003;0000;17.5;16.3;85;930;14;5;10;
83781;18/12/2003;1200;18.6;16.3;76;930.5;14;5.8;10;
83781;18/12/2003;1800;20.4;17.8;74;929.8;14;3.3;10;
83781;19/12/2003;0000;18.5;17.3;85;930.6;5;4.1;10;
83781;19/12/2003;1200;20.2;18.3;79;932.3;36;1.8;10;
83781;19/12/2003;1800;27.6;21.7;56;929.8;36;2;10;
83781;20/12/2003;0000;21.4;19.9;83;930.1;14;0.8;8.75;
83781;20/12/2003;1200;22;19.9;79;929.8;14;1.6;6;
83781;20/12/2003;1800;20.2;18.7;83;926.7;36;2.5;10;
83781;21/12/2003;0000;20.6;19.5;87;927;0;0;9;
83781;21/12/2003;1200;21.4;19.9;83;925.7;36;3.3;10;
83781;21/12/2003;1800;28.3;23.9;66;923.1;0;0;7.5;
83781;22/12/2003;0000;20.2;19.3;88;923.1;36;2.1;10;
83781;22/12/2003;1200;25;22.1;75;918.6;32;3.8;3.75;
83781;22/12/2003;1800;28.3;22.9;60;919.6;32;4.1;3.75;
83781;23/12/2003;0000;24.1;22.1;80;920.9;32;3;7.5;
83781;23/12/2003;1200;22.4;20.1;78;922.3;32;2.5;10;
83781;23/12/2003;1800;20.7;19.5;86;923.1;14;5;10;
83781;24/12/2003;0000;19.2;18.5;90;926;9;5.1;10;
83781;24/12/2003;1200;17;15.9;86;929.2;9;5;10;
83781;24/12/2003;1800;18.8;16.7;77;929;9;2.5;10;
83781;25/12/2003;0000;17;15.9;86;929.4;9;4.6;10;
83781;25/12/2003;1200;19.3;17.1;77;929.9;5;4;10;
83781;25/12/2003;1800;20.6;18.1;75;928.9;9;5.8;10;
83781;26/12/2003;0000;18.2;17;85;929.4;5;6.3;10;
83781;26/12/2003;1200;21.5;18.5;71;928.1;5;2.5;10;
83781;26/12/2003;1800;22.2;20.5;82;926;9;5.8;10;
83781;27/12/2003;0000;19.9;18.1;80;925.8;5;4.6;10;
83781;27/12/2003;1200;22.6;19.3;69;924.8;5;3.3;6;
83781;27/12/2003;1800;26.6;21.4;60;921.8;14;3.6;8.75;
83781;28/12/2003;0000;20.8;19.4;85;923.7;5;2.3;2.5;
83781;28/12/2003;1200;23.6;20.6;72;922.9;36;1.54332;5;
83781;28/12/2003;1800;20;19;88;920.8;36;2.5722;10;
83781;29/12/2003;0000;21.4;19.7;81;922;5;2.5722;2.5;
83781;29/12/2003;1200;24.8;20.3;63;923.2;0;0;7.5;
83781;29/12/2003;1800;29.1;21.9;50;921.3;36;2.5722;10;
83781;30/12/2003;0000;22.8;19.9;73;924.6;9;2.5722;10;
83781;30/12/2003;1200;25.4;20.9;64;924.9;27;2.05776;8.75;
83781;30/12/2003;1800;29.7;22.1;48;922.9;36;2.05776;8.75;
83781;31/12/2003;0000;23.6;21.6;80;924.3;0;0;6.25;
83781;31/12/2003;1200;25.4;21.7;69;924.4;36;3.60108;10;
83781;31/12/2003;1800;22;20.7;86;923;32;4.11552;10;
83781;01/01/2004;0000;22;20.7;86;923.8;36;1.54332;10;
83781;01/01/2004;1200;19.8;19.5;97;924.8;20;0.4;10;
83781;01/01/2004;1800;19.4;17.7;84;925.2;30;0.5;10;
83781;02/01/2004;0000;16.8;16.2;93;926.2;31;0.5;10;
83781;02/01/2004;1200;16.8;15.9;91;925.8;9;3.6;10;
83781;02/01/2004;1800;17.4;16.3;89;925.3;9;4.1;10;
83781;03/01/2004;0000;16.4;14.9;85;925.5;9;3.6;10;
83781;03/01/2004;1200;20.4;16.5;67;925.7;5;4.8;10;
83781;03/01/2004;1800;20.2;17.9;79;924.9;9;4.1;10;
83781;04/01/2004;0000;17.6;16.1;89;925.5;36;5;10;
83781;04/01/2004;1200;19.2;16.7;77;926.4;5;3.5;10;
83781;04/01/2004;1800;24.2;20.1;69;924.9;9;2;9;
83781;05/01/2004;0000;19.6;17.9;85;925.5;9;2.5;10;
83781;05/01/2004;1200;22.2;18.9;73;925.8;5;3;3;
83781;05/01/2004;1800;26.8;21.4;60;923.8;14;5;10;
83781;06/01/2004;0000;20.2;18.3;83;925.1;5;4;10;
83781;06/01/2004;1200;23;20.1;76;925.9;5;2.3;10;
83781;06/01/2004;1800;27.8;22.7;63;923.4;14;2.5;10;
83781;07/01/2004;0000;21.2;19.9;88;924.7;5;3.3;10;
83781;07/01/2004;1200;19.4;18.7;93;926;32;2.3;10;
83781;07/01/2004;1800;23;19.9;75;924;32;2.1;10;
83781;08/01/2004;0000;21;19;82;923.8;5;1.6;10;
83781;08/01/2004;1200;22.6;19.7;77;923.7;5;2.6;10;
83781;08/01/2004;1800;20.8;20.2;95;921.1;32;0.5;10;
83781;09/01/2004;0000;19.6;19;95;921.6;36;4.6;10;
83781;09/01/2004;1200;20.6;19.6;91;920.2;0;0;10;
83781;09/01/2004;1800;22.7;20.7;82;918.8;14;3.3;10;
83781;10/01/2004;0000;19.9;19.1;92;920;0;0;2;
83781;10/01/2004;1200;21.6;19.7;84;921;0;0;10;
83781;10/01/2004;1800;27.1;22.1;64;918.6;9;3.3;8;
83781;11/01/2004;0000;21;19;83;919.9;5;3;6;
83781;11/01/2004;1200;22.4;19.9;78;920.6;5;0.5;4;
83781;11/01/2004;1800;30.5;22.8;49;918.7;32;2.5;5;
83781;12/01/2004;0000;24.2;21.1;75;919.3;14;0.7;10;
83781;12/01/2004;1200;23.2;20.8;80;920.7;9;0.8;10;
83781;12/01/2004;1800;25;21.5;73;920;9;4.5;10;
83781;13/01/2004;0000;22;20.1;84;921.6;9;3.3;10;
83781;13/01/2004;1200;21.2;19.3;83;922.4;9;1;10;
83781;13/01/2004;1800;25.6;21.3;67;920.6;5;2.5;10;
83781;14/01/2004;0000;20.2;18.9;88;920.6;9;1;10;
83781;14/01/2004;1200;22;20.3;85;920.1;36;1.6;10;
83781;14/01/2004;1800;24.6;21.9;78;917.6;5;3;10;
83781;15/01/2004;0000;22;20.3;85;918.6;5;2.5;9;
83781;15/01/2004;1200;24.2;21.5;78;918.1;0;0;8;
83781;15/01/2004;1800;24.6;21.3;73;917.2;9;2;10;
83781;16/01/2004;0000;21.2;20.3;91;919.4;36;1;10;
83781;16/01/2004;1200;22.6;20.3;80;921.4;9;1.8;9;
83781;16/01/2004;1800;22.2;20.3;83;921.5;14;3.3;10;
83781;17/01/2004;0000;19.6;17.9;84;922.8;9;3.6;10;
83781;17/01/2004;1200;21.8;17.9;66;925.3;9;2.8;8;
83781;17/01/2004;1800;23.2;18.5;62;924.6;9;3;9;
83781;18/01/2004;0000;19.4;17.5;82;925.4;9;3.1;9;
83781;18/01/2004;1200;21;16.9;65;925.2;5;3.6;8;
83781;18/01/2004;1800;24;17.5;51;924.2;9;2;9;
83781;19/01/2004;0000;19.6;16.3;70;925.2;9;3;10;
83781;19/01/2004;1200;20.5;17.3;74;924.5;5;4.1;10;
83781;19/01/2004;1800;25.4;20;60;922.6;9;4;10;
83781;20/01/2004;0000;19.6;17.5;81;924.1;9;3;10;
83781;20/01/2004;1200;21.7;18.1;70;924.9;5;5;5;
83781;20/01/2004;1800;24.1;20.1;69;923.6;9;2.6;10;
83781;21/01/2004;0000;20.6;18.5;81;923.2;5;3.1;8;
83781;21/01/2004;1200;21.4;18.9;79;923.6;5;1.6;10;
83781;21/01/2004;1800;20.4;19.9;95;922.9;14;2.3;10;
83781;22/01/2004;0000;19.8;19.1;94;923.6;5;1.6;10;
83781;22/01/2004;1200;20.5;19.3;88;922.6;5;2.6;10;
83781;22/01/2004;1800;22.7;21.1;87;920.7;5;3;10;
83781;23/01/2004;0000;21;19.7;88;922;9;1.1;10;
83781;23/01/2004;1200;21.3;20.9;96;922.6;5;2.3;10;
83781;23/01/2004;1800;27;22.3;66;921;14;3.3;10;
83781;24/01/2004;0000;19.4;18.6;92;922.9;36;5;10;
83781;24/01/2004;1200;22;20.1;83;924.1;36;1.6;10;
83781;24/01/2004;1800;26;21.7;68;922.7;36;2;10;
83781;25/01/2004;0000;22.2;20.7;86;922.5;36;1.5;8;
83781;25/01/2004;1200;26;21.5;65;921.8;36;3.3;10;
83781;25/01/2004;1800;29.5;21.9;50;919.1;36;4;9;
83781;26/01/2004;0000;21.2;20.5;93;920.5;5;2.5;10;
83781;26/01/2004;1200;21.6;20.7;92;921.3;36;0.7;10;
83781;26/01/2004;1800;21.6;21.1;96;920.8;36;1.8;10;
83781;27/01/2004;0000;20.6;20.3;97;921.8;36;1.5;10;
83781;27/01/2004;1200;20.6;19.9;94;924.4;36;1;10;
83781;27/01/2004;1800;21.2;20.5;93;923.2;36;2;10;
83781;28/01/2004;0000;20.4;19.9;95;924;36;2.5;10;
83781;28/01/2004;1200;21;19.9;90;925.4;0;0;10;
83781;28/01/2004;1800;22.8;21.1;87;924.8;32;1.6;10;
83781;29/01/2004;0000;22.2;21.3;91;924.7;0;0;10;
83781;29/01/2004;1200;24.2;21.3;76;927.4;36;1.8;10;
83781;29/01/2004;1800;27.4;22.9;66;924;27;2;10;
83781;30/01/2004;0000;22.7;20.3;79;925.3;5;2;3;
83781;30/01/2004;1200;25.6;22.1;71;925.1;0;0;5;
83781;30/01/2004;1800;27.3;22.3;64;923.2;32;4;10;
83781;31/01/2004;0000;21.4;19.8;85;925.3;32;3;6;
83781;31/01/2004;1200;23.8;20.8;76;925.9;36;2.3;7;
83781;31/01/2004;1800;30;22.7;51;923.8;32;2.8;9;
83781;01/02/2004;0000;20.3;19.6;93;926.1;32;1.3;10;
83781;01/02/2004;1200;24.5;21.5;76;927.3;36;1.6;4;
83781;01/02/2004;1800;29.2;22.9;57;923.8;32;3.3;9;
83781;02/02/2004;0000;23.6;20.7;77;920.9;9;2.5;10;
83781;02/02/2004;1200;25.5;21.9;72;924.7;32;2.6;3;
83781;02/02/2004;1800;28.7;22.5;57;922.4;32;2.6;8;
83781;03/02/2004;0000;22.2;20.3;84;923.8;18;1.6;8;
83781;03/02/2004;1200;25.1;21.9;75;924.1;18;0.8;1;
83781;03/02/2004;1800;25.4;21.7;72;922.6;9;1.6;10;
83781;04/02/2004;0000;22.6;21;87;924.1;5;3.3;5;
83781;04/02/2004;1200;26.2;22.7;74;925.1;5;2;2;
83781;04/02/2004;1800;31.3;23.3;50;922.3;32;3.3;8;
83781;05/02/2004;0000;22.8;21.3;88;924.2;5;2.5;10;
83781;05/02/2004;1200;23.2;21.5;86;924.1;32;3;10;
83781;05/02/2004;1800;28.1;23.3;66;921;32;4.1;10;
83781;06/02/2004;0000;25.6;22.9;79;921.7;32;1.6;8;
83781;06/02/2004;1200;22;20.7;89;921.9;23;1.3;10;
83781;06/02/2004;1800;22;20.9;90;920.4;18;5;10;
83781;07/02/2004;0000;18.7;17.5;87;923;9;3.3;10;
83781;07/02/2004;1200;19.6;17.8;84;923.4;9;4;9;
83781;07/02/2004;1800;21.7;16.8;60;924.1;9;5;9;
83781;08/02/2004;0000;17.8;15.7;81;925.6;9;5.6;10;
83781;08/02/2004;1200;20;16.9;73;927.2;5;3;10;
83781;08/02/2004;1800;23.6;17.8;55;926.2;9;5;6;
83781;09/02/2004;0000;18.6;16.8;84;928.1;9;4.1;8;
83781;09/02/2004;1200;20.3;16.9;71;928.7;9;3.3;10;
83781;09/02/2004;1800;23.7;19.5;67;926.9;9;5.8;10;
83781;10/02/2004;0000;18.4;16.6;83;926.7;5;5.3;9;
83781;10/02/2004;1200;21;17.1;67;927.1;5;2.6;8;
83781;10/02/2004;1800;23.8;19.3;64;924.8;9;4;8;
83781;11/02/2004;0000;19.6;17.7;83;925.9;5;4.1;10;
83781;11/02/2004;1200;21.1;17.7;71;926.7;5;5;10;
83781;11/02/2004;1800;24.2;19.7;66;925.1;9;4.6;8;
83781;12/02/2004;0000;19.7;17.7;82;927.3;5;6;10;
83781;12/02/2004;1200;20.7;18;76;928.9;5;4;10;
83781;12/02/2004;1800;27;21.7;62;926.9;9;3.3;8;
83781;13/02/2004;0000;21.1;19.4;85;928.4;5;3.3;10;
83781;13/02/2004;1200;21.8;18.9;76;928.1;5;4;2;
83781;13/02/2004;1800;28.2;22.2;58;924.1;9;2.6;10;
83781;14/02/2004;0000;20.3;18.1;81;925.5;5;1.6;3;
83781;14/02/2004;1200;20.2;18.9;88;923.7;5;2;10;
83781;14/02/2004;1800;23.1;21.1;84;919.8;36;2.3;10;
83781;15/02/2004;0000;20.4;19.7;94;920.5;36;0.8;10;
83781;15/02/2004;1200;22.4;20.3;80;918.3;32;5;10;
83781;15/02/2004;1800;26.2;21.9;68;917.4;32;3.3;8;
83781;16/02/2004;0000;21.8;20.9;92;921.6;5;2.5;10;
83781;16/02/2004;1200;22.2;20.5;86;922.7;32;2.5;8;
83781;16/02/2004;1800;24.4;21.2;75;921.6;9;5.5;9;
83781;17/02/2004;0000;20.4;18.6;86;924.7;5;4.6;10;
83781;17/02/2004;1200;21.4;19.4;83;926.4;5;2.3;7;
83781;17/02/2004;1800;30.4;19.9;35;924.3;32;3.3;7;
83781;18/02/2004;0000;22.8;19.8;75;925.6;5;2.3;0;
83781;18/02/2004;1200;25.3;21.6;72;925.8;0;0;1;
83781;18/02/2004;1800;30.9;22.5;47;923.2;32;3;8;
83781;19/02/2004;0000;24.7;20.9;70;925.4;5;3.3;5;
83781;19/02/2004;1200;25.3;21.9;72;924.1;5;1.6;7;
83781;19/02/2004;1800;27.7;21.3;55;922;5;6.6;10;
83781;20/02/2004;0000;22;20.3;86;924.2;14;2.5;10;
83781;20/02/2004;1200;21.8;19.6;82;924.5;9;3;10;
83781;20/02/2004;1800;22;19.9;82;923.7;14;5;10;
83781;21/02/2004;0000;18.8;18.3;95;925.9;9;2.8;10;
